create file1
use file1
afu todd
insert name= aaccf ; CWID= 10000000 ; color= black ; age= 37 ; salary= 104883.3149 ;
insert name= naimpall ; CWID= 10017796 ; color= yellow ; age= 5 ; salary= 82659.35198 ;
insert name= nair ; CWID= 10017797 ; color= pink ; age= 75 ; salary= 83232.23276 ;
insert name= nairn ; CWID= 10017798 ; color= purple ; age= 76 ; salary= 47070.96464 ;
insert name= naismith ; CWID= 10017799 ; color= crimson ; age= 57 ; salary= 54218.43811 ;
insert name= najafi ; CWID= 10017800 ; color= black ; age= 49 ; salary= 83724.10987 ;
insert name= naji ; CWID= 10017801 ; color= white ; age= 49 ; salary= 44906.36632 ;
insert name= najib ; CWID= 10017802 ; color= red ; age= 53 ; salary= 57967.69442 ;
insert name= nakagome ; CWID= 10017803 ; color= green ; age= 5 ; salary= 101083.1393 ;
insert name= nakamura ; CWID= 10017804 ; color= blue ; age= 64 ; salary= 43833.84412 ;
insert name= nakano ; CWID= 10017805 ; color= orange ; age= 45 ; salary= 75873.19224 ;
insert name= nakatsu ; CWID= 10017806 ; color= yellow ; age= 84 ; salary= 62877.58111 ;
insert name= nakhla ; CWID= 10017807 ; color= pink ; age= 63 ; salary= 64664.25727 ;
insert name= nakhoul ; CWID= 10017808 ; color= purple ; age= 4 ; salary= 36213.51478 ;
insert name= nakina ; CWID= 10017809 ; color= crimson ; age= 45 ; salary= 97000.94222 ;
insert name= nakonecz ; CWID= 10017810 ; color= black ; age= 66 ; salary= 10174.9739 ;
insert name= nalani ; CWID= 10017811 ; color= white ; age= 75 ; salary= 20781.62395 ;
insert name= naldrett ; CWID= 10017812 ; color= red ; age= 97 ; salary= 52851.03609 ;
insert name= nalin ; CWID= 10017813 ; color= green ; age= 44 ; salary= 89979.11445 ;
insert name= nall ; CWID= 10017814 ; color= blue ; age= 73 ; salary= 101853.821 ;
insert name= nallenga ; CWID= 10017815 ; color= orange ; age= 31 ; salary= 45907.12174 ;
insert name= nam ; CWID= 10017816 ; color= yellow ; age= 37 ; salary= 59904.41078 ;
insert name= nam-kiet ; CWID= 10017817 ; color= pink ; age= 60 ; salary= 22896.41162 ;
insert name= nam-soo ; CWID= 10017818 ; color= purple ; age= 46 ; salary= 83183.18478 ;
insert name= namasiva ; CWID= 10017819 ; color= crimson ; age= 81 ; salary= 26074.64482 ;
insert name= nambride ; CWID= 10017820 ; color= black ; age= 97 ; salary= 104143.4234 ;
insert name= namdar ; CWID= 10017821 ; color= white ; age= 65 ; salary= 35914.35671 ;
insert name= nami ; CWID= 10017822 ; color= red ; age= 58 ; salary= 61251.08903 ;
insert name= namiki ; CWID= 10017823 ; color= green ; age= 98 ; salary= 77052.15668 ;
insert name= namont ; CWID= 10017824 ; color= blue ; age= 39 ; salary= 101730.0472 ;
insert name= namrata ; CWID= 10017825 ; color= orange ; age= 47 ; salary= 100695.4304 ;
insert name= nan ; CWID= 10017826 ; color= yellow ; age= 19 ; salary= 22638.11632 ;
insert name= nana ; CWID= 10017827 ; color= pink ; age= 71 ; salary= 91695.51716 ;
insert name= nanamiya ; CWID= 10017828 ; color= purple ; age= 89 ; salary= 50443.71541 ;
insert name= nananne ; CWID= 10017829 ; color= crimson ; age= 21 ; salary= 100164.1561 ;
insert name= nance ; CWID= 10017830 ; color= black ; age= 76 ; salary= 23285.25777 ;
insert name= nancee ; CWID= 10017831 ; color= white ; age= 12 ; salary= 35424.88955 ;
insert name= nancey ; CWID= 10017832 ; color= red ; age= 75 ; salary= 45962.34841 ;
insert name= nanci ; CWID= 10017833 ; color= green ; age= 97 ; salary= 89167.63771 ;
insert name= nancie ; CWID= 10017834 ; color= blue ; age= 23 ; salary= 16387.92379 ;
insert name= nancy ; CWID= 10017835 ; color= orange ; age= 48 ; salary= 49451.43346 ;
insert name= nancyjea ; CWID= 10017836 ; color= yellow ; age= 48 ; salary= 23675.02887 ;
insert name= nanda ; CWID= 10017837 ; color= pink ; age= 68 ; salary= 98608.72133 ;
insert name= nandakum ; CWID= 10017838 ; color= purple ; age= 69 ; salary= 89819.02182 ;
insert name= nandan ; CWID= 10017839 ; color= crimson ; age= 36 ; salary= 86900.40271 ;
insert name= nandi ; CWID= 10017840 ; color= black ; age= 90 ; salary= 24122.58644 ;
insert name= nandita ; CWID= 10017841 ; color= white ; age= 29 ; salary= 33268.61443 ;
insert name= nando ; CWID= 10017842 ; color= red ; age= 35 ; salary= 24836.81053 ;
insert name= nanete ; CWID= 10017843 ; color= green ; age= 82 ; salary= 109904.1159 ;
insert name= nanette ; CWID= 10017844 ; color= blue ; age= 34 ; salary= 83538.08498 ;
insert name= nang ; CWID= 10017845 ; color= orange ; age= 47 ; salary= 57321.68003 ;
insert name= nani ; CWID= 10017846 ; color= yellow ; age= 9 ; salary= 21806.49528 ;
insert name= nanice ; CWID= 10017847 ; color= pink ; age= 13 ; salary= 28954.75285 ;
insert name= nanine ; CWID= 10017848 ; color= purple ; age= 83 ; salary= 102644.3057 ;
insert name= nannette ; CWID= 10017849 ; color= crimson ; age= 22 ; salary= 108047.7734 ;
insert name= nanni ; CWID= 10017850 ; color= black ; age= 87 ; salary= 50590.72159 ;
insert name= nannie ; CWID= 10017851 ; color= white ; age= 16 ; salary= 107261.5745 ;
insert name= nanny ; CWID= 10017852 ; color= red ; age= 51 ; salary= 51578.90989 ;
insert name= nanon ; CWID= 10017853 ; color= green ; age= 7 ; salary= 18051.84235 ;
insert name= naohiko ; CWID= 10017854 ; color= blue ; age= 74 ; salary= 21425.22179 ;
insert name= naoko ; CWID= 10017855 ; color= orange ; age= 83 ; salary= 96952.60011 ;
insert name= naolu ; CWID= 10017856 ; color= yellow ; age= 70 ; salary= 16212.88517 ;
insert name= naoma ; CWID= 10017857 ; color= pink ; age= 5 ; salary= 32686.27392 ;
insert name= naomi ; CWID= 10017858 ; color= purple ; age= 97 ; salary= 93114.1425 ;
insert name= naor ; CWID= 10017859 ; color= crimson ; age= 37 ; salary= 54094.84197 ;
insert name= naoto ; CWID= 10017860 ; color= black ; age= 48 ; salary= 78669.93316 ;
insert name= naoum ; CWID= 10017861 ; color= white ; age= 91 ; salary= 20732.95899 ;
insert name= nap ; CWID= 10017862 ; color= red ; age= 39 ; salary= 29488.24648 ;
insert name= naparst ; CWID= 10017863 ; color= green ; age= 48 ; salary= 64073.37326 ;
insert name= napert ; CWID= 10017864 ; color= blue ; age= 52 ; salary= 84124.65878 ;
insert name= naphan ; CWID= 10017865 ; color= orange ; age= 2 ; salary= 100912.7801 ;
insert name= naphtali ; CWID= 10017866 ; color= yellow ; age= 85 ; salary= 105614.1953 ;
insert name= napier-w ; CWID= 10017867 ; color= pink ; age= 76 ; salary= 83136.91737 ;
insert name= napke ; CWID= 10017868 ; color= purple ; age= 49 ; salary= 108489.3335 ;
insert name= napoleon ; CWID= 10017869 ; color= crimson ; age= 86 ; salary= 105209.9406 ;
insert name= napper ; CWID= 10017870 ; color= black ; age= 45 ; salary= 82776.75141 ;
insert name= nappie ; CWID= 10017871 ; color= white ; age= 45 ; salary= 24913.43157 ;
insert name= nappy ; CWID= 10017872 ; color= red ; age= 45 ; salary= 26161.10275 ;
insert name= nara ; CWID= 10017873 ; color= green ; age= 17 ; salary= 69793.77675 ;
insert name= narasimh ; CWID= 10017874 ; color= blue ; age= 40 ; salary= 91160.38928 ;
insert name= narayan ; CWID= 10017875 ; color= orange ; age= 44 ; salary= 23490.5664 ;
insert name= narayana ; CWID= 10017876 ; color= yellow ; age= 57 ; salary= 103778.2793 ;
insert name= narciso ; CWID= 10017877 ; color= pink ; age= 34 ; salary= 108020.811 ;
insert name= narda ; CWID= 10017878 ; color= purple ; age= 0 ; salary= 79245.34498 ;
insert name= nardiell ; CWID= 10017879 ; color= crimson ; age= 80 ; salary= 17283.19226 ;
insert name= naren ; CWID= 10017880 ; color= black ; age= 49 ; salary= 41359.04462 ;
insert name= narendra ; CWID= 10017881 ; color= white ; age= 27 ; salary= 48050.51972 ;
insert name= naresh ; CWID= 10017882 ; color= red ; age= 26 ; salary= 75436.11012 ;
insert name= nari ; CWID= 10017883 ; color= green ; age= 46 ; salary= 26035.90962 ;
insert name= narida ; CWID= 10017884 ; color= blue ; age= 17 ; salary= 45266.03542 ;
insert name= nariko ; CWID= 10017885 ; color= orange ; age= 1 ; salary= 79214.0063 ;
insert name= narinder ; CWID= 10017886 ; color= yellow ; age= 86 ; salary= 23068.0663 ;
insert name= naro ; CWID= 10017887 ; color= pink ; age= 36 ; salary= 99962.20889 ;
insert name= narraway ; CWID= 10017888 ; color= purple ; age= 46 ; salary= 10478.68344 ;
insert name= narrima ; CWID= 10017889 ; color= crimson ; age= 51 ; salary= 56408.58689 ;
insert name= narron ; CWID= 10017890 ; color= black ; age= 31 ; salary= 32699.93173 ;
insert name= narsimha ; CWID= 10017891 ; color= white ; age= 94 ; salary= 34326.84182 ;
insert name= nasato ; CWID= 10017892 ; color= red ; age= 90 ; salary= 64319.69628 ;
insert name= naser ; CWID= 10017893 ; color= green ; age= 30 ; salary= 22701.75263 ;
insert name= nash ; CWID= 10017894 ; color= blue ; age= 47 ; salary= 60467.2699 ;
insert name= nashib ; CWID= 10017895 ; color= orange ; age= 85 ; salary= 73183.43874 ;
insert name= nashif ; CWID= 10017896 ; color= yellow ; age= 18 ; salary= 59133.41965 ;
insert name= nashir ; CWID= 10017897 ; color= pink ; age= 32 ; salary= 17725.34685 ;
insert name= nashvill ; CWID= 10017898 ; color= purple ; age= 59 ; salary= 99351.3833 ;
insert name= nasir ; CWID= 10017899 ; color= crimson ; age= 64 ; salary= 15197.63966 ;
insert name= nason ; CWID= 10017900 ; color= black ; age= 24 ; salary= 22771.0496 ;
insert name= nass ; CWID= 10017901 ; color= white ; age= 8 ; salary= 102879.977 ;
insert name= nasser ; CWID= 10017902 ; color= red ; age= 15 ; salary= 24693.31265 ;
insert name= nassoy ; CWID= 10017903 ; color= green ; age= 57 ; salary= 68879.16074 ;
insert name= nassr ; CWID= 10017904 ; color= blue ; age= 50 ; salary= 64859.7921 ;
insert name= nasvin ; CWID= 10017905 ; color= orange ; age= 90 ; salary= 19441.98001 ;
insert name= nat ; CWID= 10017906 ; color= yellow ; age= 7 ; salary= 107947.9892 ;
insert name= nata ; CWID= 10017907 ; color= pink ; age= 64 ; salary= 86438.20162 ;
insert name= natal ; CWID= 10017908 ; color= purple ; age= 51 ; salary= 44811.52879 ;
insert name= natala ; CWID= 10017909 ; color= crimson ; age= 46 ; salary= 76425.97754 ;
insert name= natale ; CWID= 10017910 ; color= black ; age= 95 ; salary= 98937.38186 ;
insert name= natalee ; CWID= 10017911 ; color= white ; age= 3 ; salary= 47526.00905 ;
insert name= natalia ; CWID= 10017912 ; color= red ; age= 34 ; salary= 14857.26012 ;
insert name= natalie ; CWID= 10017913 ; color= green ; age= 9 ; salary= 18198.63224 ;
insert name= natalina ; CWID= 10017914 ; color= blue ; age= 13 ; salary= 50754.26312 ;
insert name= nataline ; CWID= 10017915 ; color= orange ; age= 35 ; salary= 46114.44103 ;
insert name= nataliya ; CWID= 10017916 ; color= yellow ; age= 2 ; salary= 76197.04475 ;
insert name= nataly ; CWID= 10017917 ; color= pink ; age= 50 ; salary= 29764.51396 ;
insert name= natalya ; CWID= 10017918 ; color= purple ; age= 0 ; salary= 72366.07454 ;
insert name= nataniel ; CWID= 10017919 ; color= crimson ; age= 95 ; salary= 52026.83576 ;
insert name= nataraja ; CWID= 10017920 ; color= black ; age= 53 ; salary= 81952.07535 ;
insert name= natascha ; CWID= 10017921 ; color= white ; age= 81 ; salary= 48209.3972 ;
insert name= natasha ; CWID= 10017922 ; color= red ; age= 50 ; salary= 95369.5983 ;
insert name= natasja ; CWID= 10017923 ; color= green ; age= 17 ; salary= 19008.29069 ;
insert name= natassia ; CWID= 10017924 ; color= blue ; age= 90 ; salary= 75457.86278 ;
insert name= natassja ; CWID= 10017925 ; color= orange ; age= 26 ; salary= 69781.67815 ;
insert name= natchez ; CWID= 10017926 ; color= yellow ; age= 86 ; salary= 56234.41687 ;
insert name= nate ; CWID= 10017927 ; color= pink ; age= 69 ; salary= 94043.57037 ;
insert name= nath ; CWID= 10017928 ; color= purple ; age= 6 ; salary= 77861.84803 ;
insert name= nathalia ; CWID= 10017929 ; color= crimson ; age= 95 ; salary= 91494.38106 ;
insert name= nathalie ; CWID= 10017930 ; color= black ; age= 86 ; salary= 81283.90643 ;
insert name= nathan ; CWID= 10017931 ; color= white ; age= 48 ; salary= 29321.49911 ;
insert name= nathanae ; CWID= 10017932 ; color= red ; age= 92 ; salary= 13170.73402 ;
insert name= nathania ; CWID= 10017933 ; color= green ; age= 63 ; salary= 89384.83824 ;
insert name= nathanie ; CWID= 10017934 ; color= blue ; age= 8 ; salary= 40806.19053 ;
insert name= nathanil ; CWID= 10017935 ; color= orange ; age= 24 ; salary= 108987.5046 ;
insert name= nathoo ; CWID= 10017936 ; color= yellow ; age= 9 ; salary= 64369.91906 ;
insert name= national ; CWID= 10017937 ; color= pink ; age= 6 ; salary= 73582.85268 ;
insert name= natiuk ; CWID= 10017938 ; color= purple ; age= 18 ; salary= 57113.18957 ;
insert name= nativida ; CWID= 10017939 ; color= crimson ; age= 56 ; salary= 24230.71211 ;
insert name= natka ; CWID= 10017940 ; color= black ; age= 56 ; salary= 89308.09862 ;
insert name= natkin ; CWID= 10017941 ; color= white ; age= 18 ; salary= 103641.7642 ;
insert name= natraj ; CWID= 10017942 ; color= red ; age= 37 ; salary= 24621.21009 ;
insert name= natty ; CWID= 10017943 ; color= green ; age= 99 ; salary= 109118.8602 ;
insert name= natver ; CWID= 10017944 ; color= blue ; age= 16 ; salary= 19262.81503 ;
insert name= natvidad ; CWID= 10017945 ; color= orange ; age= 4 ; salary= 16141.59241 ;
insert name= naufal ; CWID= 10017946 ; color= yellow ; age= 18 ; salary= 91892.0129 ;
insert name= naugle ; CWID= 10017947 ; color= pink ; age= 42 ; salary= 34923.52752 ;
insert name= naujokas ; CWID= 10017948 ; color= purple ; age= 15 ; salary= 14970.45676 ;
insert name= naujoks ; CWID= 10017949 ; color= crimson ; age= 97 ; salary= 105104.6353 ;
insert name= nault ; CWID= 10017950 ; color= black ; age= 37 ; salary= 29163.26369 ;
insert name= nava ; CWID= 10017951 ; color= white ; age= 37 ; salary= 88503.9352 ;
insert name= naval ; CWID= 10017952 ; color= red ; age= 5 ; salary= 84036.83722 ;
insert name= navalta ; CWID= 10017953 ; color= green ; age= 57 ; salary= 103819.3034 ;
insert name= navaratn ; CWID= 10017954 ; color= blue ; age= 14 ; salary= 27165.85506 ;
insert name= navarre ; CWID= 10017955 ; color= orange ; age= 68 ; salary= 32884.1948 ;
insert name= navarro ; CWID= 10017956 ; color= yellow ; age= 54 ; salary= 79806.83735 ;
insert name= naveda ; CWID= 10017957 ; color= pink ; age= 44 ; salary= 96536.16804 ;
insert name= naveed ; CWID= 10017958 ; color= purple ; age= 49 ; salary= 38402.77744 ;
insert name= naveen ; CWID= 10017959 ; color= crimson ; age= 35 ; salary= 75096.66241 ;
insert name= navid ; CWID= 10017960 ; color= black ; age= 35 ; salary= 76792.1484 ;
insert name= navneet ; CWID= 10017961 ; color= white ; age= 83 ; salary= 85386.80641 ;
insert name= nawa ; CWID= 10017962 ; color= red ; age= 82 ; salary= 87019.63858 ;
insert name= nawaby ; CWID= 10017963 ; color= green ; age= 23 ; salary= 91173.07222 ;
insert name= nayan ; CWID= 10017964 ; color= blue ; age= 79 ; salary= 63850.30243 ;
insert name= naybor ; CWID= 10017965 ; color= orange ; age= 40 ; salary= 94926.31748 ;
insert name= naylor ; CWID= 10017966 ; color= yellow ; age= 57 ; salary= 21283.94542 ;
insert name= nayman ; CWID= 10017967 ; color= pink ; age= 60 ; salary= 77298.07989 ;
insert name= nayneshk ; CWID= 10017968 ; color= purple ; age= 9 ; salary= 10677.98074 ;
insert name= nayyer ; CWID= 10017969 ; color= crimson ; age= 85 ; salary= 31695.82115 ;
insert name= nazanin ; CWID= 10017970 ; color= black ; age= 34 ; salary= 40962.37689 ;
insert name= nazardad ; CWID= 10017971 ; color= white ; age= 68 ; salary= 65792.68841 ;
insert name= nazeh ; CWID= 10017972 ; color= red ; age= 13 ; salary= 44414.37977 ;
insert name= nazi ; CWID= 10017973 ; color= green ; age= 42 ; salary= 40100.71032 ;
insert name= nazib ; CWID= 10017974 ; color= blue ; age= 42 ; salary= 11060.62912 ;
insert name= nazli ; CWID= 10017975 ; color= orange ; age= 0 ; salary= 92488.43553 ;
insert name= nazman ; CWID= 10017976 ; color= yellow ; age= 22 ; salary= 21048.62985 ;
insert name= ncc ; CWID= 10017977 ; color= pink ; age= 67 ; salary= 102062.6314 ;
insert name= ndububa ; CWID= 10017978 ; color= purple ; age= 97 ; salary= 28613.54828 ;
insert name= ne-regio ; CWID= 10017979 ; color= crimson ; age= 28 ; salary= 73913.72917 ;
insert name= neal ; CWID= 10017980 ; color= black ; age= 82 ; salary= 52999.86216 ;
insert name= neala ; CWID= 10017981 ; color= white ; age= 61 ; salary= 87600.00553 ;
insert name= neale ; CWID= 10017982 ; color= red ; age= 9 ; salary= 97225.07193 ;
insert name= neall ; CWID= 10017983 ; color= green ; age= 6 ; salary= 51528.90648 ;
insert name= nealon ; CWID= 10017984 ; color= blue ; age= 45 ; salary= 47514.43721 ;
insert name= nealson ; CWID= 10017985 ; color= orange ; age= 85 ; salary= 100733.1731 ;
insert name= nealy ; CWID= 10017986 ; color= yellow ; age= 43 ; salary= 35237.59794 ;
insert name= neamtu ; CWID= 10017987 ; color= pink ; age= 93 ; salary= 27663.46083 ;
insert name= neander ; CWID= 10017988 ; color= purple ; age= 53 ; salary= 16740.81565 ;
insert name= nearing ; CWID= 10017989 ; color= crimson ; age= 42 ; salary= 101684.6015 ;
insert name= nearyrat ; CWID= 10017990 ; color= black ; age= 96 ; salary= 63054.23427 ;
insert name= neate ; CWID= 10017991 ; color= white ; age= 82 ; salary= 50399.82408 ;
insert name= neault ; CWID= 10017992 ; color= red ; age= 49 ; salary= 47913.80488 ;
insert name= nebel ; CWID= 10017993 ; color= green ; age= 6 ; salary= 32270.16187 ;
insert name= ned ; CWID= 10017994 ; color= blue ; age= 31 ; salary= 101734.331 ;
insert name= neda ; CWID= 10017995 ; color= orange ; age= 59 ; salary= 35909.82515 ;
insert name= nedda ; CWID= 10017996 ; color= yellow ; age= 32 ; salary= 31703.61199 ;
insert name= nedderma ; CWID= 10017997 ; color= pink ; age= 30 ; salary= 103481.3229 ;
insert name= neddie ; CWID= 10017998 ; color= purple ; age= 34 ; salary= 41443.42572 ;
insert name= neddy ; CWID= 10017999 ; color= crimson ; age= 12 ; salary= 106806.4171 ;
insert name= nedi ; CWID= 10018000 ; color= black ; age= 2 ; salary= 72076.89937 ;
insert name= needham ; CWID= 10018001 ; color= white ; age= 28 ; salary= 14780.99831 ;
insert name= neefs ; CWID= 10018002 ; color= red ; age= 26 ; salary= 39683.69413 ;
insert name= neel ; CWID= 10018003 ; color= green ; age= 35 ; salary= 56365.3841 ;
insert name= neely ; CWID= 10018004 ; color= blue ; age= 26 ; salary= 24984.52969 ;
insert name= neena ; CWID= 10018005 ; color= orange ; age= 23 ; salary= 63825.5563 ;
insert name= neene ; CWID= 10018006 ; color= yellow ; age= 77 ; salary= 46196.65863 ;
insert name= neeraj ; CWID= 10018007 ; color= pink ; age= 42 ; salary= 30013.45457 ;
insert name= neetu ; CWID= 10018008 ; color= purple ; age= 76 ; salary= 19939.98961 ;
insert name= nefen ; CWID= 10018009 ; color= crimson ; age= 25 ; salary= 10231.46306 ;
insert name= neff ; CWID= 10018010 ; color= black ; age= 68 ; salary= 67625.92902 ;
insert name= negandhi ; CWID= 10018011 ; color= white ; age= 55 ; salary= 50431.1545 ;
insert name= negar ; CWID= 10018012 ; color= red ; age= 1 ; salary= 18754.64381 ;
insert name= neghabat ; CWID= 10018013 ; color= green ; age= 73 ; salary= 91944.77376 ;
insert name= negrich ; CWID= 10018014 ; color= blue ; age= 52 ; salary= 39414.28431 ;
insert name= nehemiah ; CWID= 10018015 ; color= orange ; age= 26 ; salary= 35729.02287 ;
insert name= nehring ; CWID= 10018016 ; color= yellow ; age= 73 ; salary= 57218.39133 ;
insert name= neibauer ; CWID= 10018017 ; color= pink ; age= 23 ; salary= 49015.35922 ;
insert name= neider ; CWID= 10018018 ; color= purple ; age= 48 ; salary= 20565.22201 ;
insert name= neidy ; CWID= 10018019 ; color= crimson ; age= 81 ; salary= 37410.33872 ;
insert name= neifert ; CWID= 10018020 ; color= black ; age= 34 ; salary= 94112.82463 ;
insert name= neil ; CWID= 10018021 ; color= white ; age= 33 ; salary= 23091.16516 ;
insert name= neila ; CWID= 10018022 ; color= red ; age= 20 ; salary= 107991.1816 ;
insert name= neile ; CWID= 10018023 ; color= green ; age= 32 ; salary= 14584.41696 ;
insert name= neill ; CWID= 10018024 ; color= blue ; age= 21 ; salary= 72751.13711 ;
insert name= neilla ; CWID= 10018025 ; color= orange ; age= 33 ; salary= 102106.8072 ;
insert name= neille ; CWID= 10018026 ; color= yellow ; age= 38 ; salary= 92770.44992 ;
insert name= neilly ; CWID= 10018027 ; color= pink ; age= 43 ; salary= 12407.81496 ;
insert name= neils ; CWID= 10018028 ; color= purple ; age= 50 ; salary= 95653.04759 ;
insert name= neilsen ; CWID= 10018029 ; color= crimson ; age= 19 ; salary= 33646.25452 ;
insert name= neilson ; CWID= 10018030 ; color= black ; age= 75 ; salary= 18080.21607 ;
insert name= neisius ; CWID= 10018031 ; color= white ; age= 96 ; salary= 24083.17299 ;
insert name= neitzel ; CWID= 10018032 ; color= red ; age= 79 ; salary= 14636.91172 ;
insert name= nekueey ; CWID= 10018033 ; color= green ; age= 53 ; salary= 24946.31236 ;
insert name= nel ; CWID= 10018034 ; color= blue ; age= 98 ; salary= 56381.75805 ;
insert name= nelda ; CWID= 10018035 ; color= orange ; age= 3 ; salary= 73592.91817 ;
insert name= nelia ; CWID= 10018036 ; color= yellow ; age= 92 ; salary= 18762.90851 ;
insert name= nelie ; CWID= 10018037 ; color= pink ; age= 15 ; salary= 45844.79117 ;
insert name= nelken ; CWID= 10018038 ; color= purple ; age= 64 ; salary= 80109.85221 ;
insert name= nell ; CWID= 10018039 ; color= crimson ; age= 90 ; salary= 67162.56241 ;
insert name= nelle ; CWID= 10018040 ; color= black ; age= 64 ; salary= 36425.69983 ;
insert name= nelleke ; CWID= 10018041 ; color= white ; age= 82 ; salary= 62249.52506 ;
insert name= nelli ; CWID= 10018042 ; color= red ; age= 98 ; salary= 45743.63941 ;
insert name= nellie ; CWID= 10018043 ; color= green ; age= 51 ; salary= 20165.2834 ;
insert name= nellis ; CWID= 10018044 ; color= blue ; age= 39 ; salary= 28683.08762 ;
insert name= nelly ; CWID= 10018045 ; color= orange ; age= 86 ; salary= 63184.76097 ;
insert name= nelon ; CWID= 10018046 ; color= yellow ; age= 46 ; salary= 35593.70689 ;
insert name= nels ; CWID= 10018047 ; color= pink ; age= 34 ; salary= 58417.23204 ;
insert name= nelsen ; CWID= 10018048 ; color= purple ; age= 74 ; salary= 30201.35109 ;
insert name= nelson ; CWID= 10018049 ; color= crimson ; age= 41 ; salary= 109604.8073 ;
insert name= nemec ; CWID= 10018050 ; color= black ; age= 32 ; salary= 105983.4641 ;
insert name= nemes ; CWID= 10018051 ; color= white ; age= 30 ; salary= 74218.31817 ;
insert name= nemeth ; CWID= 10018052 ; color= red ; age= 47 ; salary= 104533.6387 ;
insert name= nemirovs ; CWID= 10018053 ; color= green ; age= 77 ; salary= 45488.57937 ;
insert name= nenad ; CWID= 10018054 ; color= blue ; age= 69 ; salary= 87123.63345 ;
insert name= neng-chu ; CWID= 10018055 ; color= orange ; age= 54 ; salary= 51010.44367 ;
insert name= nengchun ; CWID= 10018056 ; color= yellow ; age= 92 ; salary= 61024.42647 ;
insert name= nentwich ; CWID= 10018057 ; color= pink ; age= 61 ; salary= 26680.87356 ;
insert name= neoh ; CWID= 10018058 ; color= purple ; age= 87 ; salary= 53444.02706 ;
insert name= nerby ; CWID= 10018059 ; color= crimson ; age= 35 ; salary= 61281.7498 ;
insert name= nereida ; CWID= 10018060 ; color= black ; age= 36 ; salary= 40370.33485 ;
insert name= nerem ; CWID= 10018061 ; color= white ; age= 90 ; salary= 83106.08531 ;
insert name= nerissa ; CWID= 10018062 ; color= red ; age= 53 ; salary= 17263.33133 ;
insert name= nerita ; CWID= 10018063 ; color= green ; age= 7 ; salary= 79726.98356 ;
insert name= nermana ; CWID= 10018064 ; color= blue ; age= 14 ; salary= 97881.7538 ;
insert name= nero ; CWID= 10018065 ; color= orange ; age= 71 ; salary= 98274.71784 ;
insert name= neron ; CWID= 10018066 ; color= yellow ; age= 95 ; salary= 22899.51226 ;
insert name= nert ; CWID= 10018067 ; color= pink ; age= 84 ; salary= 11784.43414 ;
insert name= nerta ; CWID= 10018068 ; color= purple ; age= 31 ; salary= 69806.0574 ;
insert name= nerte ; CWID= 10018069 ; color= crimson ; age= 10 ; salary= 52960.38194 ;
insert name= nerti ; CWID= 10018070 ; color= black ; age= 13 ; salary= 28948.7303 ;
insert name= nertie ; CWID= 10018071 ; color= white ; age= 34 ; salary= 34683.10182 ;
insert name= nerty ; CWID= 10018072 ; color= red ; age= 76 ; salary= 84878.08282 ;
insert name= nesbitt ; CWID= 10018073 ; color= green ; age= 93 ; salary= 93282.09881 ;
insert name= nesralla ; CWID= 10018074 ; color= blue ; age= 51 ; salary= 29455.10451 ;
insert name= ness ; CWID= 10018075 ; color= orange ; age= 74 ; salary= 19984.69024 ;
insert name= nessa ; CWID= 10018076 ; color= yellow ; age= 10 ; salary= 87302.78455 ;
insert name= nessi ; CWID= 10018077 ; color= pink ; age= 33 ; salary= 24810.42287 ;
insert name= nessie ; CWID= 10018078 ; color= purple ; age= 11 ; salary= 108132.2407 ;
insert name= nessman ; CWID= 10018079 ; color= crimson ; age= 74 ; salary= 86329.43826 ;
insert name= nessy ; CWID= 10018080 ; color= black ; age= 61 ; salary= 97437.69295 ;
insert name= nesta ; CWID= 10018081 ; color= white ; age= 5 ; salary= 27701.4887 ;
insert name= neste ; CWID= 10018082 ; color= red ; age= 51 ; salary= 75820.81827 ;
insert name= nester ; CWID= 10018083 ; color= green ; age= 85 ; salary= 103086.8888 ;
insert name= nestor ; CWID= 10018084 ; color= blue ; age= 54 ; salary= 81858.84392 ;
insert name= netas ; CWID= 10018085 ; color= orange ; age= 58 ; salary= 66547.37254 ;
insert name= netdbs ; CWID= 10018086 ; color= yellow ; age= 98 ; salary= 58440.733 ;
insert name= netdev ; CWID= 10018087 ; color= pink ; age= 54 ; salary= 22319.41939 ;
insert name= netherso ; CWID= 10018088 ; color= purple ; age= 78 ; salary= 52565.74842 ;
insert name= netick ; CWID= 10018089 ; color= crimson ; age= 96 ; salary= 22090.18809 ;
insert name= netlink ; CWID= 10018090 ; color= black ; age= 44 ; salary= 69090.66068 ;
insert name= neto ; CWID= 10018091 ; color= white ; age= 81 ; salary= 101919.1979 ;
insert name= netta ; CWID= 10018092 ; color= red ; age= 13 ; salary= 84806.51358 ;
insert name= netteam ; CWID= 10018093 ; color= green ; age= 12 ; salary= 101940.7184 ;
insert name= netti ; CWID= 10018094 ; color= blue ; age= 35 ; salary= 34530.07121 ;
insert name= nettie ; CWID= 10018095 ; color= orange ; age= 36 ; salary= 94881.71263 ;
insert name= nettle ; CWID= 10018096 ; color= yellow ; age= 16 ; salary= 50773.19294 ;
insert name= nettles ; CWID= 10018097 ; color= pink ; age= 19 ; salary= 75413.06822 ;
insert name= netto ; CWID= 10018098 ; color= purple ; age= 46 ; salary= 76394.02678 ;
insert name= netty ; CWID= 10018099 ; color= crimson ; age= 16 ; salary= 100728.9098 ;
